,categorias,descricao_curso,descricao_raca,descricao_civil,descricao_situacao
3128,D,"Técnico de Nível Médio em Segurança do Trabalho, na Forma Subsequente [2012] - Campus Natal-Central",Branca,Solteiro(a),Jubilado
3129,D,"Técnico de Nível Médio em Segurança do Trabalho, na Forma Subsequente [2012] - Campus Natal-Central",Branca,Solteiro(a),Jubilado
3130,C,"Técnico de Nível Médio em Segurança do Trabalho, na Forma Subsequente [2012] - Campus Natal-Central",Branca,Solteiro(a),Jubilado
3131,D,"Técnico de Nível Médio em Segurança do Trabalho, na Forma Subsequente [2012] - Campus EaD (ETEC)",Não declarado,Solteiro(a),Jubilado
3132,E,"Técnico de Nível Médio em Segurança do Trabalho, na Forma Subsequente [2012] - Campus EaD (ETEC)",Não declarado,Solteiro(a),Jubilado
3133,E,"Técnico de Nível Médio em Segurança do Trabalho, na Forma Subsequente [2012] - Campus EaD (ETEC)",Não declarado,Solteiro(a),Jubilado
3134,D,"Técnico de Nível Médio em Segurança do Trabalho, na Forma Subsequente [2012] - Campus EaD (ETEC)",Não declarado,Solteiro(a),Jubilado
3135,D,"Técnico de Nível Médio em Segurança do Trabalho, na Forma Subsequente [2012] - Campus EaD (ETEC)",Não declarado,Solteiro(a),Jubilado
3136,E,"Técnico de Nível Médio em Segurança do Trabalho, na Forma Subsequente [2012] - Campus EaD (ETEC)",Não declarado,Solteiro(a),Jubilado
3137,E,"Técnico de Nível Médio em Segurança do Trabalho, na Forma Subsequente [2012] - Campus EaD (ETEC)",Não declarado,Solteiro(a),Jubilado
3138,C,"Técnico de Nível Médio em Segurança do Trabalho, na Forma Subsequente [2012] - Campus EaD (ETEC)",Não declarado,Solteiro(a),Jubilado
3139,E,"Técnico de Nível Médio em Segurança do Trabalho, na Forma Subsequente [2012] - Campus EaD (ETEC)",Não declarado,Solteiro(a),Jubilado
3140,D,"Técnico de Nível Médio em Segurança do Trabalho, na Forma Subsequente [2012] - Campus EaD (ETEC)",Não declarado,Solteiro(a),Jubilado
3141,E,"Técnico de Nível Médio em Segurança do Trabalho, na Forma Subsequente [2012] - Campus EaD (ETEC)",Não declarado,Solteiro(a),Jubilado
3142,E,"Técnico de Nível Médio em Segurança do Trabalho, na Forma Subsequente [2012] - Campus EaD (ETEC)",Preta,Solteiro(a),Jubilado
3143,E,"Técnico de Nível Médio em Segurança do Trabalho, na Forma Subsequente [2012] - Campus EaD (ETEC)",Preta,Solteiro(a),Jubilado
3144,E,"Técnico de Nível Médio em Segurança do Trabalho, na Forma Subsequente [2012] - Campus EaD (ETEC)",Preta,Solteiro(a),Jubilado
3145,E,"Técnico de Nível Médio em Segurança do Trabalho, na Forma Subsequente [2012] - Campus EaD (ETEC)",Preta,Solteiro(a),Jubilado
3146,E,"Técnico de Nível Médio em Segurança do Trabalho, na Forma Subsequente [2012] - Campus EaD (ETEC)",Preta,Solteiro(a),Jubilado
3147,E,"Técnico de Nível Médio em Segurança do Trabalho, na Forma Subsequente [2012] - Campus EaD (ETEC)",Preta,Solteiro(a),Jubilado
3148,E,"Técnico de Nível Médio em Segurança do Trabalho, na Forma Subsequente [2012] - Campus EaD (ETEC)",Preta,Solteiro(a),Jubilado
3149,E,"Técnico de Nível Médio em Segurança do Trabalho, na Forma Subsequente [2012] - Campus EaD (ETEC)",Preta,Solteiro(a),Jubilado
3150,E,"Técnico de Nível Médio em Segurança do Trabalho, na Forma Subsequente [2012] - Campus EaD (ETEC)",Preta,Solteiro(a),Jubilado
3151,E,"Técnico de Nível Médio em Segurança do Trabalho, na Forma Subsequente [2012] - Campus EaD (ETEC)",Preta,Solteiro(a),Jubilado
3152,E,"Técnico de Nível Médio em Segurança do Trabalho, na Forma Subsequente [2012] - Campus EaD (ETEC)",Preta,Solteiro(a),Jubilado
3153,E,"Técnico de Nível Médio em Segurança do Trabalho, na Forma Subsequente [2012] - Campus EaD (ETEC)",Preta,Solteiro(a),Jubilado
3154,E,"Técnico de Nível Médio em Segurança do Trabalho, na Forma Subsequente [2012] - Campus EaD (ETEC)",Preta,Solteiro(a),Jubilado
3155,E,"Técnico de Nível Médio em Segurança do Trabalho, na Forma Subsequente [2012] - Campus EaD (ETEC)",Preta,Solteiro(a),Jubilado
3156,E,"Técnico de Nível Médio em Segurança do Trabalho, na Forma Subsequente [2012] - Campus EaD (ETEC)",Preta,Solteiro(a),Jubilado
3157,D,"Técnico de Nível Médio em Segurança do Trabalho, na Forma Subsequente [2012] - Campus EaD (ETEC)",Preta,Solteiro(a),Jubilado
3159,E,"Técnico de Nível Médio em Segurança do Trabalho, na Forma Subsequente [2012] - Campus EaD (ETEC)",Preta,Solteiro(a),Jubilado
3160,E,"Técnico de Nível Médio em Segurança do Trabalho, na Forma Subsequente [2012] - Campus EaD (ETEC)",Preta,Solteiro(a),Jubilado
3161,E,"Técnico de Nível Médio em Segurança do Trabalho, na Forma Subsequente [2012] - Campus EaD (ETEC)",Preta,Solteiro(a),Jubilado
3163,E,"Técnico de Nível Médio em Segurança do Trabalho, na Forma Subsequente [2012] - Campus Natal-Central",Preta,Solteiro(a),Jubilado
3164,E,"Técnico de Nível Médio em Segurança do Trabalho, na Forma Subsequente [2012] - Campus EaD (ETEC)",Amarela,Solteiro(a),Jubilado
3165,E,"Técnico de Nível Médio em Segurança do Trabalho, na Forma Subsequente [2012] - Campus EaD (ETEC)",Amarela,Solteiro(a),Jubilado
3166,E,"Técnico de Nível Médio em Segurança do Trabalho, na Forma Subsequente [2012] - Campus EaD (ETEC)",Amarela,Solteiro(a),Jubilado
3167,C,"Técnico de Nível Médio em Segurança do Trabalho, na Forma Subsequente [2012] - Campus EaD (ETEC)",Amarela,Solteiro(a),Jubilado
3168,E,"Técnico de Nível Médio em Segurança do Trabalho, na Forma Subsequente [2012] - Campus EaD (ETEC)",Amarela,Solteiro(a),Jubilado
3169,D,"Técnico de Nível Médio em Segurança do Trabalho, na Forma Subsequente [2012] - Campus EaD (ETEC)",Amarela,Solteiro(a),Jubilado
3170,E,"Técnico de Nível Médio em Segurança do Trabalho, na Forma Subsequente [2012] - Campus EaD (ETEC)",Amarela,Solteiro(a),Jubilado
3171,E,"Técnico de Nível Médio em Segurança do Trabalho, na Forma Subsequente [2012] - Campus EaD (ETEC)",Amarela,Solteiro(a),Jubilado
3172,E,"Técnico de Nível Médio em Segurança do Trabalho, na Forma Subsequente [2012] - Campus EaD (ETEC)",Amarela,Solteiro(a),Jubilado
3173,E,"Técnico de Nível Médio em Segurança do Trabalho, na Forma Subsequente [2012] - Campus EaD (ETEC)",Amarela,Solteiro(a),Jubilado
3174,D,"Técnico de Nível Médio em Segurança do Trabalho, na Forma Subsequente [2012] - Campus EaD (ETEC)",Parda,Casado(a),Jubilado
3175,E,"Técnico de Nível Médio em Segurança do Trabalho, na Forma Subsequente [2012] - Campus EaD (ETEC)",Parda,Casado(a),Jubilado
3176,E,"Técnico de Nível Médio em Segurança do Trabalho, na Forma Subsequente [2012] - Campus EaD (ETEC)",Parda,Casado(a),Jubilado
3178,E,"Técnico de Nível Médio em Segurança do Trabalho, na Forma Subsequente [2012] - Campus EaD (ETEC)",Parda,Casado(a),Jubilado
3179,E,"Técnico de Nível Médio em Segurança do Trabalho, na Forma Subsequente [2012] - Campus EaD (ETEC)",Parda,Casado(a),Jubilado
3180,E,"Técnico de Nível Médio em Segurança do Trabalho, na Forma Subsequente [2012] - Campus EaD (ETEC)",Parda,Casado(a),Jubilado
3181,E,"Técnico de Nível Médio em Segurança do Trabalho, na Forma Subsequente [2012] - Campus EaD (ETEC)",Parda,Casado(a),Jubilado
3182,E,"Técnico de Nível Médio em Segurança do Trabalho, na Forma Subsequente [2012] - Campus EaD (ETEC)",Parda,Casado(a),Jubilado
3183,E,"Técnico de Nível Médio em Segurança do Trabalho, na Forma Subsequente [2012] - Campus EaD (ETEC)",Parda,Casado(a),Jubilado
3184,E,"Técnico de Nível Médio em Segurança do Trabalho, na Forma Subsequente [2012] - Campus EaD (ETEC)",Parda,Casado(a),Jubilado
3185,E,"Técnico de Nível Médio em Segurança do Trabalho, na Forma Subsequente [2012] - Campus EaD (ETEC)",Parda,Casado(a),Jubilado
3186,E,"Técnico de Nível Médio em Segurança do Trabalho, na Forma Subsequente [2012] - Campus EaD (ETEC)",Parda,Casado(a),Jubilado
3187,E,"Técnico de Nível Médio em Segurança do Trabalho, na Forma Subsequente [2012] - Campus EaD (ETEC)",Parda,Casado(a),Jubilado
3188,E,"Técnico de Nível Médio em Segurança do Trabalho, na Forma Subsequente [2012] - Campus EaD (ETEC)",Parda,Casado(a),Jubilado
3189,E,"Técnico de Nível Médio em Segurança do Trabalho, na Forma Subsequente [2012] - Campus EaD (ETEC)",Parda,Casado(a),Jubilado
3190,E,"Técnico de Nível Médio em Segurança do Trabalho, na Forma Subsequente [2012] - Campus EaD (ETEC)",Parda,Casado(a),Jubilado
3191,E,"Técnico de Nível Médio em Segurança do Trabalho, na Forma Subsequente [2012] - Campus EaD (ETEC)",Parda,Casado(a),Jubilado
3192,E,"Técnico de Nível Médio em Segurança do Trabalho, na Forma Subsequente [2012] - Campus EaD (ETEC)",Parda,Casado(a),Jubilado
3193,D,"Técnico de Nível Médio em Segurança do Trabalho, na Forma Subsequente [2012] - Campus EaD (ETEC)",Parda,Casado(a),Jubilado
3194,E,"Técnico de Nível Médio em Segurança do Trabalho, na Forma Subsequente [2012] - Campus EaD (ETEC)",Parda,Casado(a),Jubilado
3195,C,"Técnico de Nível Médio em Segurança do Trabalho, na Forma Subsequente [2012] - Campus EaD (ETEC)",Parda,Casado(a),Jubilado
3196,E,"Técnico de Nível Médio em Segurança do Trabalho, na Forma Subsequente [2012] - Campus EaD (ETEC)",Parda,Casado(a),Jubilado
3197,E,"Técnico de Nível Médio em Segurança do Trabalho, na Forma Subsequente [2012] - Campus EaD (ETEC)",Parda,Casado(a),Jubilado
3198,D,"Técnico de Nível Médio em Segurança do Trabalho, na Forma Subsequente [2012] - Campus EaD (ETEC)",Parda,Casado(a),Jubilado
3199,D,"Técnico de Nível Médio em Segurança do Trabalho, na Forma Subsequente [2012] - Campus EaD (ETEC)",Parda,Casado(a),Jubilado
3200,E,"Técnico de Nível Médio em Segurança do Trabalho, na Forma Subsequente [2012] - Campus EaD (ETEC)",Parda,Casado(a),Jubilado
3201,E,"Técnico de Nível Médio em Segurança do Trabalho, na Forma Subsequente [2012] - Campus EaD (ETEC)",Parda,Casado(a),Jubilado
3202,D,"Técnico de Nível Médio em Segurança do Trabalho, na Forma Subsequente [2012] - Campus EaD (ETEC)",Parda,Casado(a),Jubilado
3203,E,"Técnico de Nível Médio em Segurança do Trabalho, na Forma Subsequente [2012] - Campus EaD (ETEC)",Parda,Casado(a),Jubilado
3204,E,"Técnico de Nível Médio em Segurança do Trabalho, na Forma Subsequente [2012] - Campus EaD (ETEC)",Parda,Casado(a),Jubilado
3205,E,"Técnico de Nível Médio em Segurança do Trabalho, na Forma Subsequente [2012] - Campus EaD (ETEC)",Parda,Casado(a),Jubilado
3206,E,"Técnico de Nível Médio em Segurança do Trabalho, na Forma Subsequente [2012] - Campus EaD (ETEC)",Parda,Casado(a),Jubilado
3207,E,"Técnico de Nível Médio em Segurança do Trabalho, na Forma Subsequente [2012] - Campus EaD (ETEC)",Parda,Casado(a),Jubilado
3208,E,"Técnico de Nível Médio em Segurança do Trabalho, na Forma Subsequente [2012] - Campus EaD (ETEC)",Parda,Casado(a),Jubilado
3209,D,"Técnico de Nível Médio em Segurança do Trabalho, na Forma Subsequente [2012] - Campus EaD (ETEC)",Parda,Casado(a),Jubilado
3211,E,"Técnico de Nível Médio em Segurança do Trabalho, na Forma Subsequente [2012] - Campus Natal-Central",Parda,Casado(a),Jubilado
3212,E,"Técnico de Nível Médio em Segurança do Trabalho, na Forma Subsequente [2012] - Campus Natal-Central",Parda,Casado(a),Jubilado
3213,D,"Técnico de Nível Médio em Segurança do Trabalho, na Forma Subsequente [2012] - Campus Natal-Central",Parda,Casado(a),Jubilado
3214,E,"Técnico de Nível Médio em Segurança do Trabalho, na Forma Subsequente [2012] - Campus Natal-Central",Parda,Casado(a),Jubilado
3215,E,"Técnico de Nível Médio em Segurança do Trabalho, na Forma Subsequente [2012] - Campus EaD (ETEC)",Branca,Casado(a),Jubilado
3216,D,"Técnico de Nível Médio em Segurança do Trabalho, na Forma Subsequente [2012] - Campus EaD (ETEC)",Branca,Casado(a),Jubilado
3217,E,"Técnico de Nível Médio em Segurança do Trabalho, na Forma Subsequente [2012] - Campus EaD (ETEC)",Branca,Casado(a),Jubilado
3218,C,"Técnico de Nível Médio em Segurança do Trabalho, na Forma Subsequente [2012] - Campus EaD (ETEC)",Branca,Casado(a),Jubilado
3220,E,"Técnico de Nível Médio em Segurança do Trabalho, na Forma Subsequente [2012] - Campus EaD (ETEC)",Branca,Casado(a),Jubilado
3221,E,"Técnico de Nível Médio em Segurança do Trabalho, na Forma Subsequente [2012] - Campus EaD (ETEC)",Branca,Casado(a),Jubilado
3222,E,"Técnico de Nível Médio em Segurança do Trabalho, na Forma Subsequente [2012] - Campus EaD (ETEC)",Branca,Casado(a),Jubilado
3223,E,"Técnico de Nível Médio em Segurança do Trabalho, na Forma Subsequente [2012] - Campus EaD (ETEC)",Branca,Casado(a),Jubilado
3224,E,"Técnico de Nível Médio em Segurança do Trabalho, na Forma Subsequente [2012] - Campus EaD (ETEC)",Branca,Casado(a),Jubilado
3225,E,"Técnico de Nível Médio em Segurança do Trabalho, na Forma Subsequente [2012] - Campus EaD (ETEC)",Branca,Casado(a),Jubilado
3226,D,"Técnico de Nível Médio em Segurança do Trabalho, na Forma Subsequente [2012] - Campus EaD (ETEC)",Branca,Casado(a),Jubilado
3227,E,"Técnico de Nível Médio em Segurança do Trabalho, na Forma Subsequente [2012] - Campus EaD (ETEC)",Branca,Casado(a),Jubilado
3228,D,"Técnico de Nível Médio em Segurança do Trabalho, na Forma Subsequente [2012] - Campus EaD (ETEC)",Branca,Casado(a),Jubilado
3229,D,"Técnico de Nível Médio em Segurança do Trabalho, na Forma Subsequente [2012] - Campus EaD (ETEC)",Branca,Casado(a),Jubilado
3230,E,"Técnico de Nível Médio em Segurança do Trabalho, na Forma Subsequente [2012] - Campus EaD (ETEC)",Branca,Casado(a),Jubilado
3231,E,"Técnico de Nível Médio em Segurança do Trabalho, na Forma Subsequente [2012] - Campus EaD (ETEC)",Branca,Casado(a),Jubilado
3232,E,"Técnico de Nível Médio em Segurança do Trabalho, na Forma Subsequente [2012] - Campus EaD (ETEC)",Branca,Casado(a),Jubilado
3233,E,"Técnico de Nível Médio em Segurança do Trabalho, na Forma Subsequente [2012] - Campus EaD (ETEC)",Branca,Casado(a),Jubilado
3234,D,"Técnico de Nível Médio em Segurança do Trabalho, na Forma Subsequente [2012] - Campus EaD (ETEC)",Branca,Casado(a),Jubilado
3235,D,"Técnico de Nível Médio em Segurança do Trabalho, na Forma Subsequente [2012] - Campus EaD (ETEC)",Branca,Casado(a),Jubilado
3236,E,"Técnico de Nível Médio em Segurança do Trabalho, na Forma Subsequente [2012] - Campus EaD (ETEC)",Branca,Casado(a),Jubilado
3237,E,"Técnico de Nível Médio em Segurança do Trabalho, na Forma Subsequente [2012] - Campus EaD (ETEC)",Branca,Casado(a),Jubilado
3238,E,"Técnico de Nível Médio em Segurança do Trabalho, na Forma Subsequente [2012] - Campus EaD (ETEC)",Branca,Casado(a),Jubilado
3239,D,"Técnico de Nível Médio em Segurança do Trabalho, na Forma Subsequente [2012] - Campus EaD (ETEC)",Não declarado,Casado(a),Jubilado
3240,E,"Técnico de Nível Médio em Segurança do Trabalho, na Forma Subsequente [2012] - Campus EaD (ETEC)",Não declarado,Casado(a),Jubilado
3241,D,"Técnico de Nível Médio em Segurança do Trabalho, na Forma Subsequente [2012] - Campus EaD (ETEC)",Não declarado,Casado(a),Jubilado
3242,E,"Técnico de Nível Médio em Segurança do Trabalho, na Forma Subsequente [2012] - Campus EaD (ETEC)",Não declarado,Casado(a),Jubilado
3243,E,"Técnico de Nível Médio em Segurança do Trabalho, na Forma Subsequente [2012] - Campus EaD (ETEC)",Preta,Casado(a),Jubilado
3244,E,"Técnico de Nível Médio em Segurança do Trabalho, na Forma Subsequente [2012] - Campus EaD (ETEC)",Preta,Casado(a),Jubilado
3245,E,"Técnico de Nível Médio em Segurança do Trabalho, na Forma Subsequente [2012] - Campus EaD (ETEC)",Preta,Casado(a),Jubilado
3246,D,"Técnico de Nível Médio em Segurança do Trabalho, na Forma Subsequente [2012] - Campus EaD (ETEC)",Preta,Casado(a),Jubilado
3247,E,"Técnico de Nível Médio em Segurança do Trabalho, na Forma Subsequente [2012] - Campus EaD (ETEC)",Preta,Casado(a),Jubilado
3248,E,"Técnico de Nível Médio em Segurança do Trabalho, na Forma Subsequente [2012] - Campus EaD (ETEC)",Preta,Casado(a),Jubilado
3249,E,"Técnico de Nível Médio em Segurança do Trabalho, na Forma Subsequente [2012] - Campus EaD (ETEC)",Preta,Casado(a),Jubilado
3250,E,"Técnico de Nível Médio em Segurança do Trabalho, na Forma Subsequente [2012] - Campus EaD (ETEC)",Preta,Casado(a),Jubilado
3251,E,"Técnico de Nível Médio em Segurança do Trabalho, na Forma Subsequente [2012] - Campus EaD (ETEC)",Preta,Casado(a),Jubilado
3252,E,"Técnico de Nível Médio em Segurança do Trabalho, na Forma Subsequente [2012] - Campus EaD (ETEC)",Preta,Casado(a),Jubilado
3254,D,"Técnico de Nível Médio em Segurança do Trabalho, na Forma Subsequente [2012] - Campus EaD (ETEC)",Preta,Casado(a),Jubilado
3255,D,"Técnico de Nível Médio em Segurança do Trabalho, na Forma Subsequente [2012] - Campus EaD (ETEC)",Amarela,Casado(a),Jubilado
3256,E,"Técnico de Nível Médio em Segurança do Trabalho, na Forma Subsequente [2012] - Campus EaD (ETEC)",Parda,União Estável,Jubilado
3257,E,"Técnico de Nível Médio em Segurança do Trabalho, na Forma Subsequente [2012] - Campus EaD (ETEC)",Parda,União Estável,Jubilado
3258,D,"Técnico de Nível Médio em Segurança do Trabalho, na Forma Subsequente [2012] - Campus EaD (ETEC)",Parda,União Estável,Jubilado
3259,E,"Técnico de Nível Médio em Segurança do Trabalho, na Forma Subsequente [2012] - Campus EaD (ETEC)",Parda,União Estável,Jubilado
3260,E,"Técnico de Nível Médio em Segurança do Trabalho, na Forma Subsequente [2012] - Campus EaD (ETEC)",Parda,União Estável,Jubilado
3261,D,"Técnico de Nível Médio em Segurança do Trabalho, na Forma Subsequente [2012] - Campus EaD (ETEC)",Parda,União Estável,Jubilado
3262,D,"Técnico de Nível Médio em Segurança do Trabalho, na Forma Subsequente [2012] - Campus EaD (ETEC)",Parda,União Estável,Jubilado
3263,C,"Técnico de Nível Médio em Segurança do Trabalho, na Forma Subsequente [2012] - Campus EaD (ETEC)",Parda,União Estável,Jubilado
3264,D,"Técnico de Nível Médio em Segurança do Trabalho, na Forma Subsequente [2012] - Campus EaD (ETEC)",Parda,União Estável,Jubilado
3265,E,"Técnico de Nível Médio em Segurança do Trabalho, na Forma Subsequente [2012] - Campus EaD (ETEC)",Parda,União Estável,Jubilado
3266,E,"Técnico de Nível Médio em Segurança do Trabalho, na Forma Subsequente [2012] - Campus EaD (ETEC)",Branca,União Estável,Jubilado
3267,E,"Técnico de Nível Médio em Segurança do Trabalho, na Forma Subsequente [2012] - Campus EaD (ETEC)",Branca,União Estável,Jubilado
3268,E,"Técnico de Nível Médio em Segurança do Trabalho, na Forma Subsequente [2012] - Campus EaD (ETEC)",Branca,União Estável,Jubilado
3269,C,"Técnico de Nível Médio em Segurança do Trabalho, na Forma Subsequente [2012] - Campus EaD (ETEC)",Branca,União Estável,Jubilado
3270,E,"Técnico de Nível Médio em Segurança do Trabalho, na Forma Subsequente [2012] - Campus EaD (ETEC)",Branca,União Estável,Jubilado
3271,E,"Técnico de Nível Médio em Segurança do Trabalho, na Forma Subsequente [2012] - Campus EaD (ETEC)",Não declarado,União Estável,Jubilado
3272,E,"Técnico de Nível Médio em Segurança do Trabalho, na Forma Subsequente [2012] - Campus EaD (ETEC)",Preta,União Estável,Jubilado
3273,E,"Técnico de Nível Médio em Segurança do Trabalho, na Forma Subsequente [2012] - Campus EaD (ETEC)",Preta,União Estável,Jubilado
3274,D,"Técnico de Nível Médio em Segurança do Trabalho, na Forma Subsequente [2012] - Campus EaD (ETEC)",Preta,União Estável,Jubilado
3275,E,"Técnico de Nível Médio em Segurança do Trabalho, na Forma Subsequente [2012] - Campus EaD (ETEC)",Preta,União Estável,Jubilado
3276,E,"Técnico de Nível Médio em Segurança do Trabalho, na Forma Subsequente [2012] - Campus EaD (ETEC)",Amarela,União Estável,Jubilado
3277,D,"Técnico de Nível Médio em Segurança do Trabalho, na Forma Subsequente [2012] - Campus EaD (ETEC)",Parda,Divorciado(a),Jubilado
3278,E,"Técnico de Nível Médio em Segurança do Trabalho, na Forma Subsequente [2012] - Campus EaD (ETEC)",Parda,Divorciado(a),Jubilado
3279,E,"Técnico de Nível Médio em Segurança do Trabalho, na Forma Subsequente [2012] - Campus EaD (ETEC)",Parda,Divorciado(a),Jubilado
3280,E,"Técnico de Nível Médio em Segurança do Trabalho, na Forma Subsequente [2012] - Campus EaD (ETEC)",Parda,Divorciado(a),Jubilado
3281,D,"Técnico de Nível Médio em Segurança do Trabalho, na Forma Subsequente [2012] - Campus EaD (ETEC)",Parda,Divorciado(a),Jubilado
3282,E,"Técnico de Nível Médio em Segurança do Trabalho, na Forma Subsequente [2012] - Campus EaD (ETEC)",Parda,Divorciado(a),Jubilado
3283,E,"Técnico de Nível Médio em Segurança do Trabalho, na Forma Subsequente [2012] - Campus EaD (ETEC)",Parda,Divorciado(a),Jubilado
3284,D,"Técnico de Nível Médio em Segurança do Trabalho, na Forma Subsequente [2012] - Campus EaD (ETEC)",Branca,Divorciado(a),Jubilado
3285,E,"Técnico de Nível Médio em Segurança do Trabalho, na Forma Subsequente [2012] - Campus EaD (ETEC)",Branca,Divorciado(a),Jubilado
3286,E,"Técnico de Nível Médio em Segurança do Trabalho, na Forma Subsequente [2012] - Campus EaD (ETEC)",Branca,Divorciado(a),Jubilado
3287,E,"Técnico de Nível Médio em Segurança do Trabalho, na Forma Subsequente [2012] - Campus EaD (ETEC)",Branca,Divorciado(a),Jubilado
3288,E,"Técnico de Nível Médio em Segurança do Trabalho, na Forma Subsequente [2012] - Campus EaD (ETEC)",Branca,Divorciado(a),Jubilado
3289,D,"Técnico de Nível Médio em Segurança do Trabalho, na Forma Subsequente [2012] - Campus EaD (ETEC)",Branca,Divorciado(a),Jubilado
3290,E,"Técnico de Nível Médio em Segurança do Trabalho, na Forma Subsequente [2012] - Campus EaD (ETEC)",Não declarado,Divorciado(a),Jubilado
3291,E,"Técnico de Nível Médio em Segurança do Trabalho, na Forma Subsequente [2012] - Campus EaD (ETEC)",Não declarado,Divorciado(a),Jubilado
3292,E,"Técnico de Nível Médio em Segurança do Trabalho, na Forma Subsequente [2012] - Campus EaD (ETEC)",Amarela,Divorciado(a),Jubilado
3293,E,"Técnico de Nível Médio em Segurança do Trabalho, na Forma Subsequente [2012] - Campus EaD (ETEC)",Parda,Viúvo(a),Jubilado
3295,E,"Técnico de Nível Médio em Segurança do Trabalho, na Forma Subsequente [2012] - Campus EaD (ETEC)",Parda,Não declarado,Jubilado
3296,D,"Técnico de Nível Médio em Segurança do Trabalho, na Forma Subsequente [2012] - Campus EaD (ETEC)",Parda,Não declarado,Jubilado
3297,E,"Técnico de Nível Médio em Segurança do Trabalho, na Forma Subsequente [2012] - Campus EaD (ETEC)",Parda,Solteiro(a),Cancelamento Compulsório
3298,E,"Técnico de Nível Médio em Segurança do Trabalho, na Forma Subsequente [2012] - Campus EaD (ETEC)",Parda,Solteiro(a),Cancelamento Compulsório
3299,E,"Técnico de Nível Médio em Segurança do Trabalho, na Forma Subsequente [2012] - Campus EaD (ETEC)",Parda,Solteiro(a),Cancelamento Compulsório
3300,E,"Técnico de Nível Médio em Segurança do Trabalho, na Forma Subsequente [2012] - Campus EaD (ETEC)",Parda,Solteiro(a),Cancelamento Compulsório
3301,E,Licenciatura em Letras Espanhol EaD - Campus EaD,Parda,Solteiro(a),Cancelamento Compulsório
3302,E,"Técnico de Nível Médio em Segurança do Trabalho, na Forma Subsequente [2012] - Campus EaD (ETEC)",Branca,Solteiro(a),Cancelamento Compulsório
3303,B,"Técnico de Nível Médio em Segurança do Trabalho, na Forma Subsequente [2012] - Campus EaD (ETEC)",Branca,Solteiro(a),Cancelamento Compulsório
3304,C,Licenciatura em Letras Espanhol EaD - Campus EaD,Branca,Solteiro(a),Cancelamento Compulsório
3305,E,Licenciatura em Letras Espanhol EaD - Campus EaD,Branca,Solteiro(a),Cancelamento Compulsório
3306,E,Licenciatura em Letras Espanhol EaD - Campus EaD,Preta,Solteiro(a),Cancelamento Compulsório
3307,E,"Técnico de Nível Médio em Segurança do Trabalho, na Forma Subsequente [2012] - Campus EaD (ETEC)",Amarela,Solteiro(a),Cancelamento Compulsório
3308,E,Licenciatura em Letras Espanhol EaD - Campus EaD,Parda,Casado(a),Cancelamento Compulsório
3309,C,"Técnico de Nível Médio em Segurança do Trabalho, na Forma Subsequente [2012] - Campus EaD (ETEC)",Parda,Solteiro(a),Cancelado
3310,E,"Técnico de Nível Médio em Segurança do Trabalho, na Forma Subsequente [2012] - Campus EaD (ETEC)",Parda,Solteiro(a),Cancelado
3311,E,"Técnico de Nível Médio em Segurança do Trabalho, na Forma Subsequente [2012] - Campus EaD (ETEC)",Parda,Solteiro(a),Cancelado
3312,E,"Técnico de Nível Médio em Segurança do Trabalho, na Forma Subsequente [2012] - Campus EaD (ETEC)",Parda,Solteiro(a),Cancelado
3313,E,"Técnico de Nível Médio em Segurança do Trabalho, na Forma Subsequente [2012] - Campus EaD (ETEC)",Parda,Solteiro(a),Cancelado
3314,E,"Técnico de Nível Médio em Segurança do Trabalho, na Forma Subsequente [2012] - Campus EaD (ETEC)",Parda,Solteiro(a),Cancelado
3315,D,"Técnico de Nível Médio em Segurança do Trabalho, na Forma Subsequente [2012] - Campus EaD (ETEC)",Parda,Solteiro(a),Cancelado
3316,E,"Técnico de Nível Médio em Segurança do Trabalho, na Forma Subsequente [2012] - Campus EaD (ETEC)",Parda,Solteiro(a),Cancelado
3317,E,"Técnico de Nível Médio em Segurança do Trabalho, na Forma Subsequente [2012] - Campus EaD (ETEC)",Parda,Solteiro(a),Cancelado
3318,E,"Técnico de Nível Médio em Segurança do Trabalho, na Forma Subsequente [2012] - Campus EaD (ETEC)",Parda,Solteiro(a),Cancelado
3319,D,"Técnico de Nível Médio em Segurança do Trabalho, na Forma Subsequente [2012] - Campus EaD (ETEC)",Parda,Solteiro(a),Cancelado
3320,E,"Técnico de Nível Médio em Segurança do Trabalho, na Forma Subsequente [2012] - Campus EaD (ETEC)",Parda,Solteiro(a),Cancelado
3321,E,"Técnico de Nível Médio em Segurança do Trabalho, na Forma Subsequente [2012] - Campus EaD (ETEC)",Parda,Solteiro(a),Cancelado
3322,D,"Técnico de Nível Médio em Segurança do Trabalho, na Forma Subsequente [2012] - Campus EaD (ETEC)",Parda,Solteiro(a),Cancelado
3323,E,"Técnico de Nível Médio em Segurança do Trabalho, na Forma Subsequente [2012] - Campus EaD (ETEC)",Parda,Solteiro(a),Cancelado
3324,E,"Técnico de Nível Médio em Segurança do Trabalho, na Forma Subsequente [2012] - Campus EaD (ETEC)",Parda,Solteiro(a),Cancelado
3325,E,"Técnico de Nível Médio em Segurança do Trabalho, na Forma Subsequente [2012] - Campus EaD (ETEC)",Parda,Solteiro(a),Cancelado
3326,E,"Técnico de Nível Médio em Segurança do Trabalho, na Forma Subsequente [2012] - Campus EaD (ETEC)",Parda,Solteiro(a),Cancelado
